userId,movieId,pred_rating,genres
1,6849,4.253053654,Drama
1,7020,4.253053654,Drama|Romance
1,7792,4.253053654,Drama|Fantasy|Musical
1,8765,4.253053654,Comedy|Drama|Romance
1,25855,4.253053654,Thriller
1,26085,4.253053654,Crime|Film-Noir|Thriller
1,30892,4.253053654,Crime|Drama|Thriller
1,32160,4.253053654,Adventure|Drama|Romance
1,32371,4.253053654,Animation|Documentary
1,34482,4.253053654,Comedy
1,85565,4.253053654,Crime|Drama|Film-Noir
2,318,4.253053654,Drama
2,333,4.253053654,Comedy|Romance
2,688,3,Crime|Drama
2,1076,4,Comedy
2,1704,0.453577252,Action|Adventure|Comedy|War
2,2939,3.205801843,Action|Adventure|Comedy|War
2,3338,3.776650551,Drama|Horror|Thriller
2,3456,4.5,Drama|Romance
2,3578,3.776650551,Drama|Thriller
2,4194,3.776650551,Documentary
2,5721,3.776650551,Drama
2,6668,4,Action|Adventure|Drama
2,6849,3.776650551,Drama|Romance|War
2,6874,3.776650551,Drama
2,7020,3.776650551,Drama|Romance
2,7792,3.776650551,Drama|Fantasy|Musical
2,8765,4,Action|Crime|Thriller
2,8798,3.776650551,Comedy|Drama|Romance
2,25855,3.776650551,Thriller
2,26085,3.776650551,Crime|Film-Noir|Thriller
2,30892,3.5,Action|Crime|Drama|Thriller
2,32160,3.776650551,Crime|Drama|Thriller
2,32371,3.776650551,Adventure|Drama|Romance
2,34482,3.776650551,Animation|Documentary
2,46970,3.776650551,Comedy
2,48516,3.776650551,Crime|Drama|Film-Noir
2,58559,3.776650551,Drama
2,60756,4,Action|Comedy
2,68157,0.807736213,Action|Comedy
2,71535,4,Crime|Drama|Thriller
2,74458,0.856435653,Crime|Drama|Thriller
2,77455,4.5,Action|Crime|Drama|IMAX
2,79132,4.362196266,Action|Crime|Drama|IMAX
2,80489,5,Comedy
2,80906,4.5,Action|Drama|War
2,85565,4.756422589,Action|Drama|War
2,86345,3,Action|Comedy|Horror
2,89774,4,Drama|Mystery|Thriller
2,91529,3,Comedy|Documentary
2,91658,4,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,99114,4.328364061,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,106782,4.5,Crime|Drama|Thriller
2,109487,1.442833167,Crime|Drama|Thriller
2,112552,5,Documentary
2,114060,3.776650551,Comedy|Romance
2,115713,4,Comedy
2,122882,0.209671898,Comedy
2,131724,0.42113338,Comedy
3,647,5,Drama
3,688,3.5,Action|Adventure|Crime|IMAX
3,720,2.5,Drama|Thriller
3,849,3.5,Action|Drama|Western
3,914,5,Comedy|Crime|Drama
3,1076,3,Sci-Fi|IMAX
3,1093,4,Drama
3,1124,2,Crime|Drama|Thriller
3,1263,3.5,Drama|Sci-Fi|Thriller
3,1272,5,Action|Adventure|Sci-Fi|Thriller
3,1275,1.246247379,Action|Adventure|Sci-Fi|Thriller
3,1302,0.571000679,Action|Adventure|Sci-Fi|Thriller
3,1371,5,Documentary
3,1587,0.5,Action|Crime|Drama|War
3,2018,0.5,Action|Adventure|Comedy|War
3,2080,0.5,Adventure|Animation|Comedy
3,2090,5,Action|Adventure|Sci-Fi|Thriller
3,2105,0.5,Comedy|Drama|Musical|Romance
3,2288,2.626329767,Drama|Horror|Thriller
3,2424,0.5,Drama
3,2851,0.5,Drama
3,2939,4.341126256,Drama
3,3024,0.5,Drama|War
3,3210,0.5,Drama|War
3,3338,3.5,Action|Adventure|Fantasy
3,3456,0.5,Children|Drama|Fantasy
3,3703,1.19129586,Children|Drama|Fantasy
3,3949,3,Adventure|Sci-Fi
3,4194,4.5,Action|Adventure|Fantasy
3,4518,0.5,Animation|Children|Drama
3,5048,0.5,Animation|Children|Comedy|Romance
3,5181,0.5,Adventure|Animation|Children|Crime|Drama
3,5721,2,Action|Adventure|Sci-Fi
3,5746,4,Action|Horror|Sci-Fi|Thriller
3,5764,0.5,Comedy|Romance
3,5919,5,Adventure|Sci-Fi|Thriller
3,6238,4.362806801,Adventure|Sci-Fi|Thriller
3,6668,0.140830144,Adventure|Sci-Fi|Thriller
3,6835,3.682137618,Adventure|Sci-Fi|Thriller
3,6849,2.626329767,Drama|Thriller
3,7020,4.5,Horror|Sci-Fi
3,7792,0.5,Comedy|Drama|Romance
3,7899,2.626329767,Documentary
3,7991,2.626329767,Drama
3,8765,5,Action|Adventure|Sci-Fi|Thriller
3,25855,0.5,Drama
3,26085,0.063322257,Drama
3,26409,2.626329767,Drama|Romance|War
3,30892,5,Comedy|Horror
3,32160,0.5,Adventure|Children|Comedy
3,32371,0.780795606,Adventure|Children|Comedy
3,34482,5,Action|Sci-Fi|Thriller
3,70946,2.626329767,Drama
3,72378,5,Action|Horror|Mystery|Sci-Fi
3,85565,4.5,Drama|Horror|Sci-Fi|Thriller
4,21,5,Sci-Fi
4,32,0.768061222,Sci-Fi
4,45,0.5,Comedy|Drama|Romance
4,47,2.626329767,Drama|Romance
4,52,5,Action|Horror|Sci-Fi
4,58,3.100842637,Action|Horror|Sci-Fi
4,106,2.414122579,Action|Horror|Sci-Fi
4,125,2.626329767,Drama|Fantasy|Musical
4,126,2.626329767,Comedy|Drama|Romance
4,162,2.626329767,Thriller
4,171,4.5,Action
4,176,5,Action|Sci-Fi
4,190,2.626329767,Crime|Film-Noir|Thriller
4,215,2.626329767,Crime|Drama|Thriller
4,222,2.626329767,Adventure|Drama|Romance
4,232,4.5,Horror|Sci-Fi
4,235,2.626329767,Animation|Documentary
4,247,2.626329767,Comedy
4,260,2.626329767,Crime|Drama|Film-Noir
4,265,2.626329767,Drama
4,296,5,Fantasy|Horror
4,319,0.5,Action|Drama|Sci-Fi|Thriller
4,342,2.626329767,Comedy|Romance
4,345,3,Comedy|Crime|Thriller
4,348,2,Mystery|Sci-Fi|Thriller
4,351,3,Comedy|Drama|Thriller
4,357,2,Mystery|Thriller
4,368,3,Comedy|Drama|Romance
4,417,3,Comedy|Drama|Romance
4,441,2.418471256,Comedy|Drama|Romance
4,450,4,Comedy|Drama
4,457,5,Comedy
4,475,1,Adventure|Children|Fantasy
4,492,5,Documentary
4,509,3.944045499,Documentary
4,538,3,Comedy|Drama
4,539,5,Comedy
4,553,2.390189176,Comedy
4,588,2,Thriller
4,593,5,Drama|Romance
4,595,1,Drama|Romance
4,599,1.944339773,Drama|Romance
4,608,5,Comedy|Drama|Romance
4,648,0.984151494,Comedy|Drama|Romance
4,708,2,Comedy|Drama
4,759,3,Crime|Drama
4,800,5,Action|Adventure|Sci-Fi
4,892,0.365734657,Action|Adventure|Sci-Fi
4,898,5,Drama|Fantasy|Romance
4,899,1,Comedy|Crime|Drama|Thriller
4,902,5,Comedy|Drama|Thriller
4,904,5,Comedy
4,908,4,Comedy|Drama
4,910,4.333145523,Comedy|Drama
4,912,4,Comedy
4,914,3,Comedy|Drama|Romance
4,919,1.940998958,Comedy|Drama|Romance
4,920,3,Comedy|Romance
4,930,4,Adventure|Comedy|Western
4,937,2,Comedy|Romance
4,1025,1,Comedy
4,1046,2,Comedy|Drama
4,1057,1.926248084,Comedy|Drama
4,1060,5,Thriller
4,1073,5,Drama
4,1076,2.785979845,Drama
4,2791,5,Comedy|Mystery
4,2843,1,Drama|Romance
4,2858,5,Drama
4,2874,1,Comedy|Drama|Romance
4,2921,2,Action|Drama|Western
4,2926,4,Adventure|Animation|Children|Comedy|Musical
4,2939,5,Crime|Horror|Thriller
4,2959,3,Animation|Children|Fantasy|Musical|Romance|IMAX
4,2973,2,Adventure|Western
4,2997,5,Comedy|Crime|Drama|Thriller
4,3033,3,Action|Adventure|Mystery|Thriller
4,3044,4,Comedy|Romance
4,3060,3,Documentary
4,3079,4,Drama|Mystery|Western
4,3083,4,Comedy|Drama|Romance
4,3160,5,Comedy|Drama|Romance
4,3175,4,Comedy|Musical|Romance
4,3176,4,Drama|Romance
4,3204,4,Mystery|Thriller
4,3255,5,Action|Adventure|Mystery|Romance|Thriller
4,3338,5,Comedy|Crime
4,3456,5,Drama|Romance
4,4194,5,Comedy|Drama|Musical|Romance
4,5721,5,Adventure|Children|Fantasy|Musical
4,6668,5,Drama|Romance|War
4,6849,5,Film-Noir|Romance|Thriller
4,7020,3,Comedy|Romance
4,7792,4,Animation|Children|Fantasy|Musical
4,8765,5,Drama|Romance
4,25855,3,Comedy|Musical|Romance
4,26085,2,Comedy|Drama
4,30892,4,Children|Comedy|Fantasy|Musical
4,32160,3.221175858,Drama|Horror|Thriller
4,32371,5,Comedy
4,34482,5,Comedy|Romance
4,85565,5,Drama|Romance
5,36,4,Comedy|Musical|Romance
5,43,4,Western
5,50,5,Comedy|Drama
5,290,3.221175858,Drama|Thriller
5,300,2,Action|Crime|Drama|Thriller
5,318,2,Comedy|Crime|Drama
5,364,4,Comedy|Drama|Fantasy
5,367,4,Comedy|Sci-Fi
5,380,5,Mystery|Romance|Thriller
5,410,4,Comedy|Drama|Musical
5,457,3,Comedy|Drama|Romance
5,474,5,Drama
5,475,4,Drama
5,515,1,Adventure|Comedy|Sci-Fi
5,527,4,Drama|Mystery|Thriller
5,531,4,Action|Mystery|Thriller
5,534,4,Comedy|Drama
5,588,3.221175858,Documentary
5,589,3.221175858,Drama
5,590,3.221175858,Drama|Romance|War
5,592,3.221175858,Drama
5,594,3.221175858,Drama|Romance
5,595,3.221175858,Drama|Fantasy|Musical
5,1076,3.221175858,Comedy|Drama|Romance
5,2939,3.221175858,Thriller
5,3338,3.221175858,Crime|Film-Noir|Thriller
5,3456,3.221175858,Crime|Drama|Thriller
5,4194,3.221175858,Adventure|Drama|Romance
5,5721,3.221175858,Animation|Documentary
5,6668,3.221175858,Comedy
5,6849,3.221175858,Crime|Drama|Film-Noir
5,7020,3.221175858,Drama
5,7792,3.221175858,Comedy|Romance
5,8765,0.453639217,Crime|Drama
5,25855,3.83241079,Drama
5,26085,0.278958162,Crime|Mystery|Thriller
5,30892,0.865687445,Crime|Drama
5,32160,1.803914071,Drama
5,32371,1.842262836,Crime|Drama
5,34482,3,Adventure|Animation|Children|Drama|Musical|IMAX
5,85565,4,Action|Comedy|Crime|Fantasy
6,4,0.302944817,Action|Comedy|Crime|Fantasy
6,6,2,Action|Adventure|Comedy|Romance|Thriller
6,10,3,Children|Comedy|Fantasy
6,11,2.960406373,Children|Comedy|Fantasy
6,13,4,Thriller
6,15,4,Action|Thriller
6,16,0.466440989,Action|Thriller
6,17,5,Drama
6,19,1.707018025,Drama
6,21,3,Drama|Romance
6,22,2.180543396,Drama|Romance
6,24,5,Drama|War
6,25,4,Children|Drama
6,26,3,Drama|Romance
6,27,4,Adventure|Animation|Children|Comedy|Musical
6,31,3,Action|Sci-Fi
6,32,5,Adventure|Drama|Western
6,34,3,Action|Crime|Thriller
6,36,5,Animation|Children|Drama|Fantasy|Musical
6,41,5,Animation|Children|Fantasy|Musical|Romance|IMAX
6,43,3.45591967,Drama|Horror|Thriller
6,45,3.45591967,Drama|Thriller
6,46,3.45591967,Documentary
6,47,3.45591967,Drama
6,50,3.45591967,Drama|Romance|War
6,54,3.45591967,Drama
6,60,3.45591967,Drama|Romance
6,61,3.45591967,Drama|Fantasy|Musical
6,1076,3.45591967,Comedy|Drama|Romance
6,2939,3.45591967,Thriller
6,3338,3.45591967,Crime|Film-Noir|Thriller
6,3456,3.45591967,Crime|Drama|Thriller
6,4194,3.45591967,Adventure|Drama|Romance
6,5721,3.45591967,Animation|Documentary
6,6668,3.45591967,Comedy
6,6849,3.45591967,Crime|Drama|Film-Noir
6,7020,3.45591967,Drama
6,7792,3.45591967,Comedy|Romance
6,8765,1.057490991,Comedy|Drama|Romance
6,25855,4.960203833,Action|Crime|Thriller
6,26085,1.932604842,Action|Adventure|Thriller
6,30892,2.163162992,Comedy|Drama|Romance
6,32160,3,Adventure|Animation|Children
6,32371,4,Action|Adventure|Romance
6,34482,4,Crime|Drama
6,85565,4,Drama|Romance
7,1,2,Comedy
7,50,2,Comedy|Crime|Thriller
7,58,1.065484386,Comedy|Crime|Thriller
7,150,5,Crime|Drama|Horror|Mystery|Thriller
7,165,4,Drama|Sci-Fi
7,260,3,Drama|Romance
7,356,4,Drama
7,380,4.247928716,Drama
7,466,3,Children|Drama
7,480,3,Drama
7,587,2.112319206,Drama
7,588,4,Mystery|Sci-Fi|Thriller
7,589,4,Children|Drama
7,592,5,Crime|Drama
7,593,4,Drama|War
7,595,4,Drama
7,1076,3,Comedy|Drama|Thriller
7,2683,4,Drama|Romance
7,2701,4,Mystery|Thriller
7,2762,1,Crime|Mystery|Thriller
7,2939,3.60581056,Crime|Mystery|Thriller
7,3338,4,Children|Comedy
7,3456,4,Adventure|Children|Fantasy
7,4194,0.278924408,Drama|Thriller
7,4223,3.555379207,Drama|Horror|Thriller
7,4246,3.555379207,Drama|Thriller
7,4700,3.555379207,Documentary
7,4963,3.555379207,Drama
7,4995,3.555379207,Drama|Romance|War
7,5349,3.555379207,Drama
7,5721,3.555379207,Drama|Romance
7,6668,3.555379207,Drama|Fantasy|Musical
7,6849,3.555379207,Comedy|Drama|Romance
7,7020,3.555379207,Thriller
7,7792,3.555379207,Crime|Film-Noir|Thriller
7,8765,3.555379207,Crime|Drama|Thriller
7,25855,3.555379207,Adventure|Drama|Romance
7,26085,3.555379207,Animation|Documentary
7,30892,3.555379207,Comedy
7,32160,3.555379207,Crime|Drama|Film-Noir
7,32371,3.555379207,Drama
7,34482,3.555379207,Comedy|Romance
7,85565,4.5,Adventure|Animation|Children|Comedy|Fantasy
8,39,4.5,Crime|Mystery|Thriller
8,110,3,Comedy|Drama|Romance
8,141,4.5,Adventure|Drama|IMAX
8,231,4,Action|Crime|Thriller
8,253,5,Action|Adventure|Sci-Fi
8,282,5,Comedy|Drama|Romance|War
8,339,3,Action|Adventure|Comedy|Romance|Thriller
8,357,5,Action|Comedy|War
8,364,5,Action|Adventure|Sci-Fi|Thriller
8,367,2,Comedy|Drama|Fantasy|Romance|Thriller
8,377,3,Adventure|Animation|Children|Comedy|Musical
8,380,2.5,Action|Sci-Fi
8,432,3,Action|Crime|Thriller
8,440,5,Crime|Horror|Thriller
8,454,3.5,Animation|Children|Fantasy|Musical|Romance|IMAX
8,457,2.982333299,Drama|Horror|Thriller
8,480,4.490739803,Action|Adventure|Comedy
8,500,2.470177743,Action|Comedy|Sci-Fi|Western
8,527,2.384305651,Drama|Horror|Mystery
8,539,2.982333299,Drama|Thriller
8,586,2.982333299,Documentary
8,587,2.982333299,Drama
8,1076,2.982333299,Drama|Romance|War
8,2939,3.449586541,Drama|War
8,3338,0.679119563,Comedy|Drama|Romance
8,3456,0.197320344,Children|Comedy|Romance
8,4194,2.246031971,Crime|Thriller
8,5378,0.250063989,Drama|Romance
8,5721,0.099706479,Action|Adventure|Sci-Fi|Thriller
8,6668,3.611695332,Action|Adventure|Sci-Fi|Thriller
8,6849,2.982333299,Drama
8,7020,2.982333299,Drama|Romance
8,7792,2.982333299,Drama|Fantasy|Musical
8,8765,2.982333299,Comedy|Drama|Romance
8,25855,2.982333299,Thriller
8,26085,2.982333299,Crime|Film-Noir|Thriller
8,30892,2.982333299,Crime|Drama|Thriller
8,32160,2.982333299,Adventure|Drama|Romance
8,32371,2.982333299,Animation|Documentary
8,34482,2.982333299,Comedy
8,85565,2.982333299,Crime|Drama|Film-Noir
9,41,2.982333299,Drama
9,1037,2.982333299,Comedy|Romance
9,1076,1.964162488,Comedy|Romance
9,2012,4.279349936,Comedy|Romance
9,2300,0.267732197,Action|Drama|War
9,2939,3.986687046,Comedy
9,3338,2.197573538,Adventure|Comedy
9,3456,4.176812609,Drama|Horror
9,4131,4.036533154,Drama
9,4194,3.855265605,Comedy|Romance
9,4558,2.12332391,Comedy|Romance
9,5218,5,Adventure|Animation|Children|Drama|Musical|IMAX
9,5721,3,Action|Comedy|Crime|Fantasy
9,6668,4.29088684,Action|Comedy|Crime|Fantasy
9,6849,4,Action|Romance|Thriller
9,7020,5,Action|Adventure|Comedy|Romance|Thriller
9,7792,1,Adventure|Comedy|Western
9,8765,3,Comedy|Romance
9,25855,4,Drama|Thriller
9,26085,3,Thriller
9,30892,4,Action|Adventure|Sci-Fi|Thriller
9,32160,2,Comedy|Drama
9,32371,5,Drama|War
9,34482,3,Comedy|Drama|Romance
9,85565,3,Children|Comedy
10,1076,3,Comedy|Drama|Fantasy|Romance|Thriller
10,2939,3.461595568,Drama|Horror|Thriller
10,3338,3.461595568,Drama|Thriller
10,3456,3.461595568,Documentary
10,3578,3.461595568,Drama
10,4194,3.461595568,Drama|Romance|War
10,4447,2.325878249,Action|Adventure|Sci-Fi|IMAX
10,5066,3.461595568,Drama
10,5377,3.461595568,Drama|Romance
10,5721,3.461595568,Drama|Fantasy|Musical
10,5943,3.461595568,Comedy|Drama|Romance
10,5957,3.461595568,Thriller
10,6535,3.461595568,Crime|Film-Noir|Thriller
10,6668,3.461595568,Crime|Drama|Thriller
10,6849,3.461595568,Adventure|Drama|Romance
10,6942,3.461595568,Animation|Documentary
10,7020,3.461595568,Comedy
10,7149,3.461595568,Crime|Drama|Film-Noir
10,7792,3.461595568,Drama
10,8765,3.461595568,Comedy|Romance
10,25855,3.748614047,Drama|War
10,26085,0.297307121,Action|Horror|Sci-Fi|Thriller
10,30892,1.973220771,Action|Horror|Sci-Fi|Thriller
10,32160,3.251313269,Drama|Horror|Thriller
10,32371,3.961543907,Adventure|Comedy|Sci-Fi|Western
10,34482,4.299562588,Comedy
10,85565,3.852103071,Comedy
11,36,3.251313269,Drama|Thriller
11,150,3.251313269,Documentary
11,318,3.251313269,Drama
11,356,4.29573439,Comedy|Romance|Sci-Fi
11,511,3.251313269,Drama|Romance|War
11,589,4.080821471,Comedy
11,593,3.936263202,Adventure|Animation|Children|Comedy
11,780,3.251313269,Drama
11,1076,3.251313269,Drama|Romance
11,1101,3.251313269,Drama|Fantasy|Musical
11,2939,3.251313269,Comedy|Drama|Romance
11,3338,3.251313269,Thriller
11,3456,3.251313269,Crime|Film-Noir|Thriller
11,4194,3.251313269,Crime|Drama|Thriller
11,5721,3.251313269,Adventure|Drama|Romance
11,6668,3.251313269,Animation|Documentary
11,6849,3.251313269,Comedy
11,7020,3.251313269,Crime|Drama|Film-Noir
11,7792,3.251313269,Drama
11,8765,3.251313269,Comedy|Romance
11,25855,3.138640371,Drama|Horror|Thriller
11,26085,3.138640371,Drama|Thriller
11,30892,3.138640371,Documentary
11,32160,3.138640371,Drama
11,32371,1.490227662,Action|Adventure|Drama
11,34482,3.416459379,Action|Adventure|Drama
11,85565,3.138640371,Drama|Romance|War
12,305,4.810374757,Comedy|Romance
12,597,0.028671452,Drama|Romance
12,1076,3.766010876,Comedy|Drama|Romance
12,1198,3.138640371,Drama
12,1590,0.266331924,Comedy|Romance
12,1619,0.911156892,Comedy|Romance
12,2939,4.331631598,Comedy
12,3338,3.138640371,Drama|Romance
12,3456,3.138640371,Drama|Fantasy|Musical
12,3578,4.96774568,Comedy|Drama|Romance
12,3827,3.138640371,Comedy|Drama|Romance
12,4194,3.359634491,Comedy|Drama|Romance
12,5721,3.138640371,Thriller
12,6668,3.138640371,Crime|Film-Noir|Thriller
12,6849,3.138640371,Crime|Drama|Thriller
12,7020,3.138640371,Adventure|Drama|Romance
12,7792,3.138640371,Animation|Documentary
12,8765,3.138640371,Comedy
12,25855,3.138640371,Crime|Drama|Film-Noir
12,26085,3.138640371,Drama
12,30892,3.138640371,Comedy|Romance
12,32160,0.250678591,Crime|Drama
12,32371,0.777568423,Adventure|Drama|IMAX
12,34482,1.151544175,Crime|Drama
12,85565,2.659908539,Comedy|Drama|Romance|War
13,7,4.026229111,Action|Drama
13,19,4.771274434,Action|Sci-Fi
13,39,1.747638397,Crime|Horror|Thriller
13,105,0.415118793,Action|Adventure|Sci-Fi|Thriller
13,1076,3.753076236,Drama|Horror|Thriller
13,2939,0.718163234,Action|Romance
13,3338,0.641448632,Action|Romance
13,3456,3.753076236,Drama|Thriller
13,3717,3.753076236,Documentary
13,3793,3.753076236,Drama
13,3893,3.753076236,Drama|Romance|War
13,3952,3.753076236,Drama
13,4194,3.753076236,Drama|Romance
13,5721,3.753076236,Drama|Fantasy|Musical
13,6668,3.753076236,Comedy|Drama|Romance
13,6849,3.753076236,Thriller
13,7020,3.753076236,Crime|Film-Noir|Thriller
13,7792,3.753076236,Crime|Drama|Thriller
13,8765,3.753076236,Adventure|Drama|Romance
13,25855,3.753076236,Animation|Documentary
13,26085,3.753076236,Comedy
13,30892,3.753076236,Crime|Drama|Film-Noir
13,32160,3.753076236,Drama
13,32371,3.753076236,Comedy|Romance
13,34482,1.846549082,Comedy
13,85565,3.043111401,Comedy|Romance
14,282,4.405684654,Drama|Horror|Thriller
14,296,4.500298646,Action|Adventure
14,339,1.47489195,Action|Adventure
14,344,3.863019365,Horror|Sci-Fi|Thriller
14,351,2.727628948,Adventure|Drama|War
14,434,4.405684654,Drama|Thriller
14,491,4.405684654,Documentary
14,509,4.405684654,Drama
14,784,3.089727514,Action|Adventure|Drama
14,1076,3.135892429,Action|Adventure|Drama
14,2939,2.807283727,Action|Adventure|Comedy|Sci-Fi
14,3338,1.266177248,Action|Adventure|Comedy|Sci-Fi
14,3456,4.405684654,Drama|Romance|War
14,4194,4.405684654,Drama
14,5721,4.405684654,Drama|Romance
14,6668,4.405684654,Drama|Fantasy|Musical
14,6849,4.405684654,Comedy|Drama|Romance
14,7020,4.405684654,Thriller
14,7792,4.405684654,Crime|Film-Noir|Thriller
14,8765,4.405684654,Crime|Drama|Thriller
14,25855,4.405684654,Adventure|Drama|Romance
14,26085,4.405684654,Animation|Documentary
14,30892,4.405684654,Comedy
14,32160,4.405684654,Crime|Drama|Film-Noir
14,32371,4.405684654,Drama
14,34482,4.405684654,Comedy|Romance
14,85565,4.290613692,Comedy|Romance
15,1076,0.756341612,Comedy
15,2939,4.235149413,Comedy
15,3338,1.512180423,Comedy|Romance
15,3456,0.86477519,Drama|Romance
15,3994,3.572753117,Drama|Horror|Thriller
15,4194,3.572753117,Drama|Thriller
15,4226,3.572753117,Documentary
15,5721,3.572753117,Drama
15,6502,4.136087799,Action|Crime
15,6668,1.732989016,Action|Crime
15,6849,4.438358435,Action|Adventure|Sci-Fi
15,6874,4.909553511,Comedy|Crime|Drama|Romance|Thriller
15,7020,2.474831702,Drama|Thriller
15,7254,3.572753117,Drama|Romance|War
15,7438,3.572753117,Drama
15,7792,3.572753117,Drama|Romance
15,8644,3.572753117,Drama|Fantasy|Musical
15,8765,3.572753117,Comedy|Drama|Romance
15,8961,3.572753117,Thriller
15,25855,3.572753117,Crime|Film-Noir|Thriller
15,26085,3.572753117,Crime|Drama|Thriller
15,30892,3.572753117,Adventure|Drama|Romance
15,32160,3.572753117,Animation|Documentary
15,32371,3.572753117,Comedy
15,33493,3.572753117,Crime|Drama|Film-Noir
15,34482,3.572753117,Drama
15,85565,3.572753117,Comedy|Romance
16,204,2.283932907,Drama
16,260,1.085755809,Comedy|Crime|Drama|Thriller
16,293,3.677589243,Comedy|Romance
16,319,4.67946391,Comedy
16,593,3.475509235,Comedy|Drama|Romance
16,678,0.869950981,Action|Adventure|Thriller
16,750,4.650080165,Drama
16,1076,2.10251086,Drama|Romance
16,1188,4.658672674,Comedy|Thriller
16,1201,1.210899808,Comedy|Thriller
16,2939,3.481550931,Drama|Horror|Thriller
16,3338,3.481550931,Drama|Thriller
16,3456,3.481550931,Documentary
16,4194,3.481550931,Drama
16,5721,3.481550931,Drama|Romance|War
16,6668,3.481550931,Drama
